"Sample.ID","Site.treatment","Site","Treatment","Sample","root_depth","X13CVPDB","Total.C","CComment","X15NAir","Total.N","NComment","Tray.Name","Well.Id","Type.of.Material","Analysis","Sample.Weight..mg..from.Sample.List","Internal.ID","Analysis.Number","Mass.Spec"
"S1CON2root30","S1CON","S1","CON",2,"30",-28.47,862.21,"",2.31,18.1,"Precision decreases for samples containing less than 20ugN","4RGOLDSMITH","B7","Root","13C, 15N",2.318,2161892,22567,"M"
"S1CON2root30d","S1CON","S1","CON",2,"30",-30.33,1088.75,"",1.7,16.05,"Precision decreases for samples containing less than 20ugN","4RGOLDSMITH","G9","Root","13C, 15N",2.292,2161954,22458,"M"
"S1CON3root15","S1CON","S1","CON",3,"15",-28.99,863.68,"",5.68,12.48,"Precision decreases for samples containing less than 20ugN","4RGOLDSMITH","F8","Root","13C, 15N",2.264,2161941,22633,"M"
"S1CON3root15d","S1CON","S1","CON",3,"15",-29.63,857.38,"",2.09,22.69,"","4RGOLDSMITH","H7","Root","13C, 15N",2.803,2161964,22471,"M"
"S1CON3root30","S1CON","S1","CON",3,"30",-29.48,764.79,"",2.49,20.81,"","4RGOLDSMITH","C7","Root","13C, 15N",2.594,2161904,22583,"M"
"S1CON4root15","S1CON","S1","CON",4,"15",-29.98,748.38,"",0.33,27.53,"","6RGOLDSMITH","H1","Root","13C, 15N",2.629,2162150,22186,"M"
"S1CON4root30","S1CON","S1","CON",4,"30",-29.87,1052.66,"",2.04,15.64,"Precision decreases for samples containing less than 20ugN","5RGOLDSMITH","C9","Root","13C, 15N",2.393,2162002,21928,"M"
"S1CON5root15","S1CON","S1","CON",5,"15",-29.44,855.14,"",1.98,19.19,"Precision decreases for samples containing less than 20ugN","3RGOLDSMITH","H6","Root","13C, 15N",2.607,2161867,22439,"M"
"S1CON5root30","S1CON","S1","CON",5,"30",-30.12,1041.27,"",5.02,15.92,"Precision decreases for samples containing less than 20ugN","4RGOLDSMITH","G7","Root","13C, 15N",2.118,2161952,22456,"M"
"S1CON6root15","S1CON","S1","CON",6,"15",-30.71,708.5,"",1.81,17.36,"Precision decreases for samples containing less than 20ugN","5RGOLDSMITH","B12","Root","13C, 15N",2.209,2161993,22510,"M"
"S1CON6root30","S1CON","S1","CON",6,"30",-26.8,134.13,"",11.32,6.86,"Contained less nitrogen than smallest reference","4RGOLDSMITH","H11","Root","13C, 15N",2.048,2161968,22475,"M"
"S1CON7root15","S1CON","S1","CON",7,"15",-29.27,612.85,"",2.41,15.1,"Precision decreases for samples containing less than 20ugN","4RGOLDSMITH","A6","Root","13C, 15N",2.396,2161879,22548,"M"
"S1CON7root30","S1CON","S1","CON",7,"30",-29.83,548.99,"",1.75,15.51,"Precision decreases for samples containing less than 20ugN","5RGOLDSMITH","A12","Root","13C, 15N",2.286,2161981,22494,"M"
"S1CON8root15","S1CON","S1","CON",8,"15",-28.94,620.88,"",1.78,16.29,"Precision decreases for samples containing less than 20ugN","5RGOLDSMITH","B7","Root","13C, 15N",2.524,2161988,22505,"M"
"S1CON9root15","S1CON","S1","CON",9,"15",-28.58,757.54,"",2.82,20.04,"","4RGOLDSMITH","E9","Root","13C, 15N",2.816,2161930,22618,"M"
"S1CON9root30","S1CON","S1","CON",9,"30",-29.15,1331.54,"",2.56,15.06,"Precision decreases for samples containing less than 20ugN","8LRGOLDSMITH","A10","Root","13C, 15N",2.783,2162267,22368,"M"
"S1CON9root60","S1CON","S1","CON",9,"60",-30.26,1087.79,"",3.83,11.47,"Precision decreases for samples containing less than 20ugN","3RGOLDSMITH","D3","Root","13C, 15N",2.827,2161816,21599,"M"
"S3CO210root15","S3CO2","S3","CO2",10,"15",-29.06,935.5,"",-1.02,43.64,"","5RGOLDSMITH","C2","Root","13C, 15N",3,2161995,21921,"M"
"S3CO210root60","S3CO2","S3","CO2",10,"60",-29.12,516.32,"",-3.4,17.76,"Precision decreases for samples containing less than 20ugN","4RGOLDSMITH","H10","Root","13C, 15N",2.915,2161967,22474,"M"
"S3CO21root15","S3CO2","S3","CO2",1,"15",-28.65,754.42,"",-0.12,42.28,"","7RGOLDSMITH","H3","Root","13C, 15N",2.949,2162248,22343,"M"
"S3CO22root15","S3CO2","S3","CO2",2,"15",-27.47,901.51,"",-2.62,35.05,"","3RGOLDSMITH","H7","Root","13C, 15N",2.042,2161868,22440,"M"
"S3CO22root30","S3CO2","S3","CO2",2,"30",-27.54,618.34,"",0.24,38.25,"","4RGOLDSMITH","B4","Root","13C, 15N",2.722,2161889,22564,"M"
"S3CO23root15","S3CO2","S3","CO2",3,"15",-28.06,773.14,"",0.97,37.01,"","4RGOLDSMITH","C12","Root","13C, 15N",2.006,2161909,22588,"M"
"S3CO23root30","S3CO2","S3","CO2",3,"30",-27.84,1179.33,"",0.73,45.83,"","4RGOLDSMITH","F3","Root","13C, 15N",2.654,2161936,22628,"M"
"S3CO23root60","S3CO2","S3","CO2",3,"60",-27.12,525.14,"",-1.43,26.3,"","7RGOLDSMITH","B12","Root","13C, 15N",2.733,2162185,22228,"M"
"S3CO24root15","S3CO2","S3","CO2",4,"15",-29.31,692.78,"",2.9,26.92,"","8LRGOLDSMITH","C10","Root","13C, 15N",2.293,2162291,25903,"M"
"S3CO24root30","S3CO2","S3","CO2",4,"30",-28.49,1000.46,"",-0.42,48.01,"","8LRGOLDSMITH","A7","Root","13C, 15N",2.492,2162264,22365,"M"
"S3CO24root60","S3CO2","S3","CO2",4,"60",-28.1,923.89,"",-1.22,29.29,"","3RGOLDSMITH","H12","Root","13C, 15N",2.111,2161873,22445,"M"
"S3CO25root15","S3CO2","S3","CO2",5,"15",-26.69,684.9,"",-1.75,31.46,"","8LRGOLDSMITH","A8","Root","13C, 15N",2.018,2162265,22366,"M"
"S3CO25root30","S3CO2","S3","CO2",5,"30",-29.22,1196.11,"",1.29,34.55,"","4RGOLDSMITH","B12","Root","13C, 15N",2.618,2161897,22572,"M"
"S3CO26root15","S3CO2","S3","CO2",6,"15",-28.87,837.36,"",0.09,30.72,"","3RGOLDSMITH","E6","Root","13C, 15N",2.311,2161831,21620,"M"
"S3CO26root30","S3CO2","S3","CO2",6,"30",-28.63,912.52,"",-0.09,34.21,"","4RGOLDSMITH","D11","Root","13C, 15N",2.419,2161920,22602,"M"
"S3CO27root30","S3CO2","S3","CO2",7,"30",-27.82,1355.99,"",-1.48,40.91,"","3RGOLDSMITH","H2","Root","13C, 15N",2.894,2161863,22435,"M"
"S3CO28root15","S3CO2","S3","CO2",8,"15",-28.47,914.21,"",1.12,37.03,"","4RGOLDSMITH","A11","Root","13C, 15N",2.351,2161884,22553,"M"
"S3CO28root30","S3CO2","S3","CO2",8,"30",-27.44,746.22,"",-0.45,32.51,"","4RGOLDSMITH","D5","Root","13C, 15N",2.471,2161914,22596,"M"
"S3CO28root60","S3CO2","S3","CO2",8,"60",-26.55,1220.84,"",-1.92,37.01,"","5RGOLDSMITH","B8","Root","13C, 15N",2.485,2161989,22506,"M"
"S3CO29root15","S3CO2","S3","CO2",9,"15",-28.4,784.58,"",0.86,33.16,"","3RGOLDSMITH","G12","Root","13C, 15N",2.012,2161861,22427,"M"
"S3CO29root30","S3CO2","S3","CO2",9,"30",-27.61,927.8,"",0.11,33.36,"","5RGOLDSMITH","B11","Root","13C, 15N",2.404,2161992,22509,"M"
"S3CON10root15","S3CON","S3","CON",10,"15",-27.45,1010.36,"",1.22,65.18,"","8LRGOLDSMITH","C8","Root","13C, 15N",2.861,2162289,25901,"M"
"S3CON10root30","S3CON","S3","CON",10,"30",-25.89,891.99,"",-0.68,48.97,"","3RGOLDSMITH","H1","Root","13C, 15N",2.461,2161862,22434,"M"
"S3CON10root60","S3CON","S3","CON",10,"60",-27.86,713.56,"",1.38,42.56,"","4RGOLDSMITH","B2","Root","13C, 15N",2.891,2161887,22562,"M"
"S3CON1root15","S3CON","S3","CON",1,"15",-27.56,805.07,"",1.63,47.48,"","4RGOLDSMITH","B1","Root","13C, 15N",2.601,2161886,22561,"M"
"S3CON1root30","S3CON","S3","CON",1,"30",-28.09,1115.73,"",0.75,47.51,"","4RGOLDSMITH","E8","Root","13C, 15N",2.508,2161929,22617,"M"
"S3CON1root30d","S3CON","S3","CON",1,"30",-29.09,1153.07,"",0.48,60.27,"","4RGOLDSMITH","G1","Root","13C, 15N",2.877,2161946,22450,"M"
"S3CON1root60","S3CON","S3","CON",1,"60",-27.9,909.68,"",-0.68,40.75,"","3RGOLDSMITH","H4","Root","13C, 15N",2.055,2161865,22437,"M"
"S3CON2root15","S3CON","S3","CON",2,"15",-27.9,1072.08,"",0.29,68.76,"","4RGOLDSMITH","B5","Root","13C, 15N",2.553,2161890,22565,"M"
"S3CON2root30","S3CON","S3","CON",2,"30",-28.83,1053.78,"",-0.93,47.04,"","6RGOLDSMITH","B10","Root","13C, 15N",2.649,2162087,22071,"M"
"S3CON2root60","S3CON","S3","CON",2,"60",-27.74,1040.8,"",1.17,24.38,"","4RGOLDSMITH","D2","Root","13C, 15N",2.726,2161911,22593,"M"
"S3CON2root60d","S3CON","S3","CON",2,"60",-27.21,740.98,"",2.07,30.91,"","4RGOLDSMITH","E3","Root","13C, 15N",2.677,2161924,22612,"M"
"S3CON3root15","S3CON","S3","CON",3,"15",-28.59,951.13,"",-0.11,57.1,"","4RGOLDSMITH","A7","Root","13C, 15N",2.682,2161880,22549,"M"
"S3CON3root60","S3CON","S3","CON",3,"60",-27.74,606.33,"",-1.63,36.36,"","4RGOLDSMITH","H4","Root","13C, 15N",2.897,2161961,22468,"M"
"S3CON4root15","S3CON","S3","CON",4,"15",-28.97,963.58,"",0.56,44.63,"","5RGOLDSMITH","A4","Root","13C, 15N",2.369,2161973,22486,"M"
"S3CON4root30","S3CON","S3","CON",4,"30",-28.67,581.96,"",3.06,33.21,"","5RGOLDSMITH","B4","Root","13C, 15N",2.956,2161985,22502,"M"
"S3CON4root60","S3CON","S3","CON",4,"60",-29.91,724.79,"",-0.07,27.94,"","4RGOLDSMITH","E6","Root","13C, 15N",2.116,2161927,22615,"M"
"S3CON5root30","S3CON","S3","CON",5,"30",-28.25,1290.01,"",-0.56,54.53,"","4RGOLDSMITH","D10","Root","13C, 15N",2.814,2161919,22601,"M"
"S3CON6root30","S3CON","S3","CON",6,"30",-27.58,950.57,"",0.09,55.66,"","3RGOLDSMITH","E11","Root","13C, 15N",2.951,2161836,21625,"M"
"S3CON6root30d","S3CON","S3","CON",6,"30",-27.96,1052.45,"",0.59,36.03,"","4RGOLDSMITH","C4","Root","13C, 15N",2.351,2161901,22580,"M"
"S3CON7root15","S3CON","S3","CON",7,"15",-27.68,992.51,"",-1.59,52.16,"","4RGOLDSMITH","H12","Root","13C, 15N",2.335,2161969,22476,"M"
"S3CON7root60","S3CON","S3","CON",7,"60",-28.74,667.49,"",0.26,22.43,"","4RGOLDSMITH","A5","Root","13C, 15N",2.108,2161878,22547,"M"
"S3CON8root15","S3CON","S3","CON",8,"15",-27.09,800.92,"",0.42,54.41,"","3RGOLDSMITH","C10","Root","13C, 15N",2.838,2161811,21591,"M"
"S3CON8root30","S3CON","S3","CON",8,"30",-28.82,1318.38,"",0.37,56.51,"","3RGOLDSMITH","G7","Root","13C, 15N",2.873,2161856,22422,"M"
"S3CON8root60","S3CON","S3","CON",8,"60",-29.21,856.58,"",2.35,20.08,"","4RGOLDSMITH","D12","Root","13C, 15N",2.099,2161921,22603,"M"
"S3CON9root15","S3CON","S3","CON",9,"15",-28.31,746.62,"",-0.64,43.87,"","3RGOLDSMITH","E7","Root","13C, 15N",2.744,2161832,21621,"M"
"S3CON9root15d","S3CON","S3","CON",9,"15",-28.33,723.42,"",0.15,30.98,"","6RGOLDSMITH","G5","Root","13C, 15N",2.389,2162142,22172,"M"
"S4CO210root30","S4CO2","S4","CO2",10,"30",-29.69,390.83,"",0.98,14.43,"Precision decreases for samples containing less than 20ugN","4RGOLDSMITH","A10","Root","13C, 15N",2.853,2161883,22552,"M"
"S4CO210root60","S4CO2","S4","CO2",10,"60",-27.27,943.25,"",0.79,35.47,"","3RGOLDSMITH","E5","Root","13C, 15N",2.955,2161830,21619,"M"
"S4CO210root90","S4CO2","S4","CO2",10,"90",-32.8,1110.1,"",0.68,24.54,"","3RGOLDSMITH","D11","Root","13C, 15N",2.905,2161824,21607,"M"
"S4CO21root15","S4CO2","S4","CO2",1,"15",-28.02,377.83,"",2.49,24.84,"","3RGOLDSMITH","F11","Root","13C, 15N",2.361,2161848,21641,"M"
"S4CO21root15d","S4CO2","S4","CO2",1,"15",-28.88,954.42,"",4.02,42.91,"","8LRGOLDSMITH","C12","Root","13C, 15N",2.544,2162293,25905,"M"
"S4CO21root30","S4CO2","S4","CO2",1,"30",-30.11,379.93,"",3.09,14.67,"Precision decreases for samples containing less than 20ugN","3RGOLDSMITH","F5","Root","13C, 15N",2.901,2161842,21635,"M"
"S4CO21root60","S4CO2","S4","CO2",1,"60",-30.02,667.12,"",4.8,12.17,"Precision decreases for samples containing less than 20ugN","8LRGOLDSMITH","C4","Root","13C, 15N",2.505,2162285,25897,"M"
"S4CO21root90","S4CO2","S4","CO2",1,"90",-28.33,1097.33,"",0.3,18.12,"Precision decreases for samples containing less than 20ugN","3RGOLDSMITH","G1","Root","13C, 15N",2.552,2161850,22416,"M"
"S4CO22root15","S4CO2","S4","CO2",2,"15",-28.11,440.07,"",4.71,27.78,"","8LRGOLDSMITH","C11","Root","13C, 15N",2.638,2162292,25904,"M"
"S4CO22root30","S4CO2","S4","CO2",2,"30",-34.32,1125.25,"",1.89,25.19,"","3RGOLDSMITH","F4","Root","13C, 15N",2.341,2161841,21634,"M"
"S4CO22root90","S4CO2","S4","CO2",2,"90",-29.43,613.72,"",1.66,17.66,"Precision decreases for samples containing less than 20ugN","3RGOLDSMITH","D6","Root","13C, 15N",2.691,2161819,21602,"M"
"S4CO23root30","S4CO2","S4","CO2",3,"30",-29.01,1044.42,"",1.12,35.55,"","3RGOLDSMITH","C11","Root","13C, 15N",2.231,2161812,21592,"M"
"S4CO24root15","S4CO2","S4","CO2",4,"15",-28.45,477.66,"",2.4,27.1,"","3RGOLDSMITH","E10","Root","13C, 15N",2.725,2161835,21624,"M"
"S4CO24root30","S4CO2","S4","CO2",4,"30",-29.02,591.06,"",3.22,19.14,"Precision decreases for samples containing less than 20ugN","3RGOLDSMITH","F6","Root","13C, 15N",2.816,2161843,21636,"M"
"S4CO24root60","S4CO2","S4","CO2",4,"60",-32.58,976.45,"",3.78,11.84,"Precision decreases for samples containing less than 20ugN","3RGOLDSMITH","D1","Root","13C, 15N",2.553,2161814,21597,"M"
"S4CO24root60d","S4CO2","S4","CO2",4,"60",-28.19,989.94,"",2.65,28.74,"","5RGOLDSMITH","A1","Root","13C, 15N",2.188,2161970,22483,"M"
"S4CO25root15","S4CO2","S4","CO2",5,"15",-29.82,467.45,"",3.85,23.09,"","5RGOLDSMITH","B3","Root","13C, 15N",2.416,2161984,22501,"M"
"S4CO26root15","S4CO2","S4","CO2",6,"15",-29.36,534.13,"",3.07,22.35,"","8LRGOLDSMITH","C9","Root","13C, 15N",2.06,2162290,25902,"M"
"S4CO26root30","S4CO2","S4","CO2",6,"30",-30.93,1127.81,"",3.02,13.33,"Precision decreases for samples containing less than 20ugN","8LRGOLDSMITH","C6","Root","13C, 15N",2.279,2162287,25899,"M"
"S4CO27root30","S4CO2","S4","CO2",7,"30",-28.52,572.52,"",1.87,18.55,"Precision decreases for samples containing less than 20ugN","3RGOLDSMITH","E4","Root","13C, 15N",2.619,2161829,21618,"M"
"S4CO27root60","S4CO2","S4","CO2",7,"60",-26.42,1047.33,"",2.56,28,"","3RGOLDSMITH","D10","Root","13C, 15N",2.638,2161823,21606,"M"
"S4CO27root90","S4CO2","S4","CO2",7,"90",-29,686.19,"",3.4,25.56,"","4RGOLDSMITH","A4","Root","13C, 15N",2.774,2161877,22546,"M"
"S4CO28root15","S4CO2","S4","CO2",8,"15",-28.83,646.46,"",3.78,32.78,"","3RGOLDSMITH","G5","Root","13C, 15N",2.604,2161854,22420,"M"
"S4CO28root15d","S4CO2","S4","CO2",8,"15",-31.7,1097.17,"",3.06,26.75,"","4RGOLDSMITH","F10","Root","13C, 15N",2.846,2161943,22635,"M"
"S4CO28root30","S4CO2","S4","CO2",8,"30",-26.87,317.43,"",4.86,18.9,"Precision decreases for samples containing less than 20ugN","8LRGOLDSMITH","A12","Root","13C, 15N",2.325,2162269,22370,"M"
"S4CO28root90","S4CO2","S4","CO2",8,"90",-32.99,934.91,"",4.18,16.81,"Precision decreases for samples containing less than 20ugN","3RGOLDSMITH","E1","Root","13C, 15N",2.577,2161826,21615,"M"
"S4CO29root15","S4CO2","S4","CO2",9,"15",-27.86,811.07,"",0,33.95,"","5RGOLDSMITH","A9","Root","13C, 15N",2.008,2161978,22491,"M"
"S4CO29root30","S4CO2","S4","CO2",9,"30",-29.12,498.04,"",3.41,24.35,"","3RGOLDSMITH","F8","Root","13C, 15N",2.588,2161845,21638,"M"
"S4CON10root15","S4CON","S4","CON",10,"15",-28.67,940.96,"",1.53,41.99,"","4RGOLDSMITH","C3","Root","13C, 15N",2.186,2161900,22579,"M"
"S4CON10root30","S4CON","S4","CON",10,"30",-28.3,1022.47,"",1.62,54.12,"","3RGOLDSMITH","D7","Root","13C, 15N",2.291,2161820,21603,"M"
"S4CON10root60","S4CON","S4","CON",10,"60",-25.37,1100.65,"",2.11,25.38,"","4RGOLDSMITH","F4","Root","13C, 15N",2.912,2161937,22629,"M"
"S4CON1root15","S4CON","S4","CON",1,"15",-28.29,834.4,"",1.28,24.32,"","3RGOLDSMITH","G2","Root","13C, 15N",2.251,2161851,22417,"M"
"S4CON1root30","S4CON","S4","CON",1,"30",-30.01,1002.11,"",-0.18,38.74,"","5RGOLDSMITH","A5","Root","13C, 15N",2.162,2161974,22487,"M"
"S4CON1root60","S4CON","S4","CON",1,"60",-29.38,1238.2,"",0.09,23.48,"","3RGOLDSMITH","D9","Root","13C, 15N",2.774,2161822,21605,"M"
"S4CON2root15","S4CON","S4","CON",2,"15",-28.37,701.3,"",0.72,36.73,"","3RGOLDSMITH","E12","Root","13C, 15N",2.697,2161837,21626,"M"
"S4CON2root30","S4CON","S4","CON",2,"30",-29.46,1065.24,"",0.43,34.24,"","3RGOLDSMITH","H9","Root","13C, 15N",2.623,2161870,22442,"M"
"S4CON2root30d","S4CON","S4","CON",2,"30",-28.8,1076.34,"",2.32,25.67,"","7RGOLDSMITH","H9","Root","13C, 15N",2.407,2162254,22349,"M"
"S4CON2root60","S4CON","S4","CON",2,"60",-29.56,1403.81,"",-0.82,21.18,"","5RGOLDSMITH","C1","Root","13C, 15N",2.977,2161994,21920,"M"
"S4CON3root15","S4CON","S4","CON",3,"15",-28.82,911.12,"",1.5,44.45,"","3RGOLDSMITH","E2","Root","13C, 15N",2.961,2161827,21616,"M"
"S4CON3root30","S4CON","S4","CON",3,"30",-29.22,740.47,"",2.22,18.07,"Precision decreases for samples containing less than 20ugN","3RGOLDSMITH","D5","Root","13C, 15N",2.291,2161818,21601,"M"
"S4CON3root60","S4CON","S4","CON",3,"60",-30.31,1286.9,"",2.9,17.91,"Precision decreases for samples containing less than 20ugN","4RGOLDSMITH","C5","Root","13C, 15N",2.453,2161902,22581,"M"
"S4CON4root15","S4CON","S4","CON",4,"15",-31.21,872.58,"",-1.19,43.94,"","3RGOLDSMITH","F9","Root","13C, 15N",2.558,2161846,21639,"M"
"S4CON4root60","S4CON","S4","CON",4,"60",-31.34,863.53,"",-0.08,14.23,"Precision decreases for samples containing less than 20ugN","3RGOLDSMITH","C12","Root","13C, 15N",2.172,2161813,21593,"M"
"S4CON5root15","S4CON","S4","CON",5,"15",-32.2,1034.12,"",-0.14,32.64,"","3RGOLDSMITH","F10","Root","13C, 15N",2.573,2161847,21640,"M"
"S4CON5root30","S4CON","S4","CON",5,"30",-31.62,944.72,"",1.25,26.99,"","3RGOLDSMITH","D12","Root","13C, 15N",2.871,2161825,21608,"M"
"S4CON6root30","S4CON","S4","CON",6,"30",-27.31,922.62,"",3.66,35.33,"","4RGOLDSMITH","C8","Root","13C, 15N",2.293,2161905,22584,"M"
"S4CON7root15","S4CON","S4","CON",7,"15",-28.26,847.9,"",0.06,29.2,"","3RGOLDSMITH","D2","Root","13C, 15N",2.049,2161815,21598,"M"
"S4CON7root15d","S4CON","S4","CON",7,"15",-28.81,1153.03,"",1.84,33.88,"","4RGOLDSMITH","A1","Root","13C, 15N",2.685,2161874,22543,"M"
"S4CON7root30","S4CON","S4","CON",7,"30",-30.83,716.6,"",0.75,24.45,"","4RGOLDSMITH","G8","Root","13C, 15N",2.472,2161953,22457,"M"
"S4CON7root60","S4CON","S4","CON",7,"60",-27.46,873.03,"",0.72,36.46,"","3RGOLDSMITH","E8","Root","13C, 15N",2.077,2161833,21622,"M"
"S4CON8root15","S4CON","S4","CON",8,"15",-28.2,1033.69,"",0.92,36.08,"","4RGOLDSMITH","G5","Root","13C, 15N",2.656,2161950,22454,"M"
"S4CON8root30","S4CON","S4","CON",8,"30",-28.23,783.87,"",3.31,40.55,"","3RGOLDSMITH","D8","Root","13C, 15N",2.705,2161821,21604,"M"
"S4CON8root60","S4CON","S4","CON",8,"60",-30.85,804.19,"",2.54,20.06,"","4RGOLDSMITH","D3","Root","13C, 15N",2.416,2161912,22594,"M"
"S5CO210root15","S5CO2","S5","CO2",10,"15",-28.47,1023.92,"",0.4,45.27,"","3RGOLDSMITH","A9","Root","13C, 15N",2.399,2161786,21556,"M"
"S5CO210root30","S5CO2","S5","CO2",10,"30",-27.85,887.51,"",1.56,29.03,"","3RGOLDSMITH","B12","Root","13C, 15N",2.12,2161801,21577,"M"
"S5CO210root40","S5CO2","S5","CO2",10,"40",-28.13,1177.28,"",2.53,73.66,"","3RGOLDSMITH","B11","Root","13C, 15N",2.793,2161800,21576,"M"
"S5CO21root15","S5CO2","S5","CO2",1,"15",-27.6,898.58,"",-0.66,23.94,"","3RGOLDSMITH","C8","Root","13C, 15N",2.018,2161809,21589,"M"
"S5CO21root30","S5CO2","S5","CO2",1,"30",-28.89,982.4,"",1.22,33.26,"","3RGOLDSMITH","A3","Root","13C, 15N",2.332,2161780,21550,"M"
"S5CO22root15","S5CO2","S5","CO2",2,"15",-28.6,1295.58,"",0.04,36.04,"","3RGOLDSMITH","C6","Root","13C, 15N",2.826,2161807,21587,"M"
"S5CO22root30","S5CO2","S5","CO2",2,"30",-29.14,1131.48,"",0.47,25.14,"","3RGOLDSMITH","A8","Root","13C, 15N",2.315,2161785,21555,"M"
"S5CO23root120","S5CO2","S5","CO2",3,"20",-28.23,1310.99,"",-1.17,23.31,"","3RGOLDSMITH","B4","Root","13C, 15N",2.868,2161793,21569,"M"
"S5CO23root15","S5CO2","S5","CO2",3,"15",-28.69,846.09,"",1.54,33.67,"","3RGOLDSMITH","A10","Root","13C, 15N",2.403,2161787,21557,"M"
"S5CO23root30","S5CO2","S5","CO2",3,"30",-28.39,951.7,"",2.54,26.47,"","3RGOLDSMITH","B3","Root","13C, 15N",2.352,2161792,21568,"M"
"S5CO23root60","S5CO2","S5","CO2",3,"60",-29.33,1020.11,"",0.54,31.74,"","3RGOLDSMITH","B6","Root","13C, 15N",2.251,2161795,21571,"M"
"S5CO24root15","S5CO2","S5","CO2",4,"15",-28.96,990.83,"",-0.86,46.01,"","3RGOLDSMITH","B8","Root","13C, 15N",2.182,2161797,21573,"M"
"S5CO24root30","S5CO2","S5","CO2",4,"30",-29.63,1200.57,"",1.01,49.96,"","3RGOLDSMITH","B5","Root","13C, 15N",2.865,2161794,21570,"M"
"S5CO24root60","S5CO2","S5","CO2",4,"60",-29.15,1104.75,"",1.14,31.75,"","3RGOLDSMITH","C7","Root","13C, 15N",2.789,2161808,21588,"M"
"S5CO25root15","S5CO2","S5","CO2",5,"15",-27.57,1138.61,"",0.2,34.63,"","3RGOLDSMITH","B7","Root","13C, 15N",2.427,2161796,21572,"M"
"S5CO25root30","S5CO2","S5","CO2",5,"30",-27.4,1189.48,"",-0.16,29.81,"","3RGOLDSMITH","A5","Root","13C, 15N",2.714,2161782,21552,"M"
"S5CO25root40","S5CO2","S5","CO2",5,"40",-27.9,1180.61,"",0.23,24.26,"","3RGOLDSMITH","C2","Root","13C, 15N",2.596,2161803,21583,"M"
"S5CO26root15","S5CO2","S5","CO2",6,"15",-27.68,1017.24,"",1.66,22.15,"","8LRGOLDSMITH","D3","Root","13C, 15N",2.531,2162296,25911,"M"
"S5CO26root30","S5CO2","S5","CO2",6,"30",-27.2,607.86,"",1.77,25.79,"","3RGOLDSMITH","B2","Root","13C, 15N",2.134,2161791,21567,"M"
"S5CO27root15","S5CO2","S5","CO2",7,"15",-28.24,1305.48,"",-0.31,30.37,"","3RGOLDSMITH","C5","Root","13C, 15N",2.911,2161806,21586,"M"
"S5CO27root30","S5CO2","S5","CO2",7,"30",-29.29,982.47,"",1.9,46.77,"","8LRGOLDSMITH","D5","Root","13C, 15N",2.655,2162298,25913,"M"
"S5CO28root15","S5CO2","S5","CO2",8,"15",-28.48,872.36,"",0.85,26.96,"","3RGOLDSMITH","A12","Root","13C, 15N",2.077,2161789,21559,"M"
"S5CO28root60","S5CO2","S5","CO2",8,"60",-28.7,965.88,"",1.66,30.62,"","3RGOLDSMITH","A1","Root","13C, 15N",2.625,2161778,21548,"M"
"S5CO29root15","S5CO2","S5","CO2",9,"15",-27.67,1136.38,"",0.06,38.46,"","3RGOLDSMITH","C9","Root","13C, 15N",2.688,2161810,21590,"M"
"S5CO29root30","S5CO2","S5","CO2",9,"30",-27.96,1119.08,"",-2.61,33.26,"","7RGOLDSMITH","H11","Root","13C, 15N",2.357,2162256,22351,"M"
"S5CO29root40","S5CO2","S5","CO2",9,"40",-29.62,868.85,"",-0.6,29.06,"","3RGOLDSMITH","A11","Root","13C, 15N",2.052,2161788,21558,"M"
"S5CON10root15","S5CON","S5","CON",10,"15",-30.24,1248.14,"",-1.86,33.47,"","3RGOLDSMITH","A2","Root","13C, 15N",2.815,2161779,21549,"M"
"S5CON10root60","S5CON","S5","CON",10,"60",-30.46,896.55,"",-1.26,27.62,"","3RGOLDSMITH","F3","Root","13C, 15N",2.687,2161840,21633,"M"
"S5CON1root15","S5CON","S5","CON",1,"15",-28.2,1214.96,"",1.19,50.3,"","3RGOLDSMITH","C1","Root","13C, 15N",2.998,2161802,21582,"M"
"S5CON1root30","S5CON","S5","CON",1,"30",-28.68,986.42,"",1.2,50.76,"","4RGOLDSMITH","A3","Root","13C, 15N",2.456,2161876,22545,"M"
"S5CON1root60","S5CON","S5","CON",1,"60",-28.1,992.79,"",-0.14,29.16,"","6RGOLDSMITH","A4","Root","13C, 15N",2.283,2162069,22047,"M"
"S5CON2root15","S5CON","S5","CON",2,"15",-30.1,944.23,"",2.17,23.31,"","8LRGOLDSMITH","D4","Root","13C, 15N",2.174,2162297,25912,"M"
"S5CON2root30","S5CON","S5","CON",2,"30",-29.26,895.65,"",1.72,25.43,"","3RGOLDSMITH","B10","Root","13C, 15N",2.165,2161799,21575,"M"
"S5CON3root15","S5CON","S5","CON",3,"15",-28.34,1045.09,"",-0.1,32.23,"","3RGOLDSMITH","B1","Root","13C, 15N",2.411,2161790,21566,"M"
"S5CON3root30","S5CON","S5","CON",3,"30",-27.9,1196.41,"",-0.35,36.1,"","3RGOLDSMITH","H5","Root","13C, 15N",2.735,2161866,22438,"M"
"S5CON3root40","S5CON","S5","CON",3,"40",-29.61,1199.34,"",0.06,27,"","7RGOLDSMITH","H12","Root","13C, 15N",2.846,2162257,22352,"M"
"S5CON4root15","S5CON","S5","CON",4,"15",-26.53,634.59,"",3.07,20.4,"","4RGOLDSMITH","C9","Root","13C, 15N",2.024,2161906,22585,"M"
