"site_treatment","depth","sample_id.soil","total_c_ug.soil","total_n_ug.soil","site_id_soils","zone","treatment","sample_id.roots","Site","Treatment","total_c_ug.roots.litter","total_n_ug.roots.litter"
"S4-CO2","15","S4-CO2-8-soil-15",1149.25,83.08,"S4","south","CO2","S4CO21root15","S4","CO2",377.83,24.84
"S4-CO2","15","S4-CO2-8-soil-15",1149.25,83.08,"S4","south","CO2","S4CO28root15","S4","CO2",646.46,32.78
"S4-CO2","15","S4-CO2-8-soil-15",1149.25,83.08,"S4","south","CO2","S4CO28root15d","S4","CO2",1097.17,26.75
"S4-CO2","15","S4-CO2-8-soil-15",1149.25,83.08,"S4","south","CO2","S4CO21root15d","S4","CO2",954.42,42.91
"S4-CO2","15","S4-CO2-8-soil-15",1149.25,83.08,"S4","south","CO2","S4CO29root15","S4","CO2",811.07,33.95
"S4-CO2","15","S4-CO2-8-soil-15",1149.25,83.08,"S4","south","CO2","S4CO24root15","S4","CO2",477.66,27.1
"S4-CO2","15","S4-CO2-8-soil-15",1149.25,83.08,"S4","south","CO2","S4CO25root15","S4","CO2",467.45,23.09
"S4-CO2","15","S4-CO2-7-soil-15",1439.39,90.05,"S4","south","CO2","S4CO22root15","S4","CO2",440.07,27.78
"S4-CO2","15","S4-CO2-7-soil-15",1439.39,90.05,"S4","south","CO2","S4CO26root15","S4","CO2",534.13,22.35
"S4-CO2","15","S4-CO2-7-soil-15",1439.39,90.05,"S4","south","CO2","S4CO21root15","S4","CO2",377.83,24.84
"S4-CO2","15","S4-CO2-7-soil-15",1439.39,90.05,"S4","south","CO2","S4CO28root15","S4","CO2",646.46,32.78
"S4-CO2","15","S4-CO2-7-soil-15",1439.39,90.05,"S4","south","CO2","S4CO28root15d","S4","CO2",1097.17,26.75
"S4-CO2","15","S4-CO2-7-soil-15",1439.39,90.05,"S4","south","CO2","S4CO21root15d","S4","CO2",954.42,42.91
"S4-CO2","15","S4-CO2-7-soil-15",1439.39,90.05,"S4","south","CO2","S4CO29root15","S4","CO2",811.07,33.95
"S4-CO2","15","S4-CO2-7-soil-15",1439.39,90.05,"S4","south","CO2","S4CO24root15","S4","CO2",477.66,27.1
"S4-CO2","15","S4-CO2-7-soil-15",1439.39,90.05,"S4","south","CO2","S4CO25root15","S4","CO2",467.45,23.09
"S4-CO2","15","S4-CO2-3-soil-15",898.67,73.67,"S4","south","CO2","S4CO22root15","S4","CO2",440.07,27.78
"S4-CO2","15","S4-CO2-3-soil-15",898.67,73.67,"S4","south","CO2","S4CO26root15","S4","CO2",534.13,22.35
"S4-CO2","15","S4-CO2-3-soil-15",898.67,73.67,"S4","south","CO2","S4CO21root15","S4","CO2",377.83,24.84
"S4-CO2","15","S4-CO2-3-soil-15",898.67,73.67,"S4","south","CO2","S4CO28root15","S4","CO2",646.46,32.78
"S4-CO2","15","S4-CO2-3-soil-15",898.67,73.67,"S4","south","CO2","S4CO28root15d","S4","CO2",1097.17,26.75
"S4-CO2","15","S4-CO2-3-soil-15",898.67,73.67,"S4","south","CO2","S4CO21root15d","S4","CO2",954.42,42.91
"S4-CO2","15","S4-CO2-3-soil-15",898.67,73.67,"S4","south","CO2","S4CO29root15","S4","CO2",811.07,33.95
"S4-CO2","15","S4-CO2-3-soil-15",898.67,73.67,"S4","south","CO2","S4CO24root15","S4","CO2",477.66,27.1
"S4-CO2","15","S4-CO2-3-soil-15",898.67,73.67,"S4","south","CO2","S4CO25root15","S4","CO2",467.45,23.09
"S4-CO2","15","S4-CO2-9-soil-15",962.93,70.23,"S4","south","CO2","S4CO22root15","S4","CO2",440.07,27.78
"S4-CO2","15","S4-CO2-9-soil-15",962.93,70.23,"S4","south","CO2","S4CO26root15","S4","CO2",534.13,22.35
"S4-CO2","15","S4-CO2-9-soil-15",962.93,70.23,"S4","south","CO2","S4CO21root15","S4","CO2",377.83,24.84
"S4-CO2","15","S4-CO2-9-soil-15",962.93,70.23,"S4","south","CO2","S4CO28root15","S4","CO2",646.46,32.78
"S4-CO2","15","S4-CO2-9-soil-15",962.93,70.23,"S4","south","CO2","S4CO28root15d","S4","CO2",1097.17,26.75
"S4-CO2","15","S4-CO2-9-soil-15",962.93,70.23,"S4","south","CO2","S4CO21root15d","S4","CO2",954.42,42.91
"S4-CO2","15","S4-CO2-9-soil-15",962.93,70.23,"S4","south","CO2","S4CO29root15","S4","CO2",811.07,33.95
"S4-CO2","15","S4-CO2-9-soil-15",962.93,70.23,"S4","south","CO2","S4CO24root15","S4","CO2",477.66,27.1
"S4-CO2","15","S4-CO2-9-soil-15",962.93,70.23,"S4","south","CO2","S4CO25root15","S4","CO2",467.45,23.09
"S4-CO2","15","S4-CO2-5-soil-15",700.94,47.3,"S4","south","CO2","S4CO22root15","S4","CO2",440.07,27.78
"S4-CO2","15","S4-CO2-5-soil-15",700.94,47.3,"S4","south","CO2","S4CO26root15","S4","CO2",534.13,22.35
"S4-CO2","15","S4-CO2-5-soil-15",700.94,47.3,"S4","south","CO2","S4CO21root15","S4","CO2",377.83,24.84
"S4-CO2","15","S4-CO2-5-soil-15",700.94,47.3,"S4","south","CO2","S4CO28root15","S4","CO2",646.46,32.78
"S4-CO2","15","S4-CO2-5-soil-15",700.94,47.3,"S4","south","CO2","S4CO28root15d","S4","CO2",1097.17,26.75
"S4-CO2","15","S4-CO2-5-soil-15",700.94,47.3,"S4","south","CO2","S4CO21root15d","S4","CO2",954.42,42.91
"S4-CO2","15","S4-CO2-5-soil-15",700.94,47.3,"S4","south","CO2","S4CO29root15","S4","CO2",811.07,33.95
"S4-CO2","15","S4-CO2-5-soil-15",700.94,47.3,"S4","south","CO2","S4CO24root15","S4","CO2",477.66,27.1
"S4-CO2","15","S4-CO2-5-soil-15",700.94,47.3,"S4","south","CO2","S4CO25root15","S4","CO2",467.45,23.09
"S4-CO2","15","S4-CO2-4-soil-15",1136.05,80.07,"S4","south","CO2","S4CO22root15","S4","CO2",440.07,27.78
"S4-CO2","15","S4-CO2-4-soil-15",1136.05,80.07,"S4","south","CO2","S4CO26root15","S4","CO2",534.13,22.35
"S4-CO2","15","S4-CO2-4-soil-15",1136.05,80.07,"S4","south","CO2","S4CO21root15","S4","CO2",377.83,24.84
"S4-CO2","15","S4-CO2-4-soil-15",1136.05,80.07,"S4","south","CO2","S4CO28root15","S4","CO2",646.46,32.78
"S4-CO2","15","S4-CO2-4-soil-15",1136.05,80.07,"S4","south","CO2","S4CO28root15d","S4","CO2",1097.17,26.75
"S4-CO2","15","S4-CO2-4-soil-15",1136.05,80.07,"S4","south","CO2","S4CO21root15d","S4","CO2",954.42,42.91
"S4-CO2","15","S4-CO2-4-soil-15",1136.05,80.07,"S4","south","CO2","S4CO29root15","S4","CO2",811.07,33.95
"S4-CO2","15","S4-CO2-4-soil-15",1136.05,80.07,"S4","south","CO2","S4CO24root15","S4","CO2",477.66,27.1
"S4-CO2","15","S4-CO2-4-soil-15",1136.05,80.07,"S4","south","CO2","S4CO25root15","S4","CO2",467.45,23.09
"S4-CO2","30","S4-CO2-10-soil-30",442.48,32.38,"S4","south","CO2","S4CO29root30","S4","CO2",498.04,24.35
"S4-CO2","30","S4-CO2-10-soil-30",442.48,32.38,"S4","south","CO2","S4CO26root30","S4","CO2",1127.81,13.33
"S4-CO2","30","S4-CO2-10-soil-30",442.48,32.38,"S4","south","CO2","S4CO27root30","S4","CO2",572.52,18.55
"S4-CO2","30","S4-CO2-10-soil-30",442.48,32.38,"S4","south","CO2","S4CO210root30","S4","CO2",390.83,14.43
"S4-CO2","30","S4-CO2-10-soil-30",442.48,32.38,"S4","south","CO2","S4CO24root30","S4","CO2",591.06,19.14
"S4-CO2","30","S4-CO2-10-soil-30",442.48,32.38,"S4","south","CO2","S4CO22root30","S4","CO2",1125.25,25.19
"S4-CO2","30","S4-CO2-10-soil-30",442.48,32.38,"S4","south","CO2","S4CO21root30","S4","CO2",379.93,14.67
"S4-CO2","30","S4-CO2-10-soil-30",442.48,32.38,"S4","south","CO2","S4CO23root30","S4","CO2",1044.42,35.55
"S4-CO2","30","S4-CO2-10-soil-30",442.48,32.38,"S4","south","CO2","S4CO28root30","S4","CO2",317.43,18.9
"S4-CO2","30","S4-CO2-5-soil-30",383.13,30.63,"S4","south","CO2","S4CO29root30","S4","CO2",498.04,24.35
"S4-CO2","30","S4-CO2-5-soil-30",383.13,30.63,"S4","south","CO2","S4CO26root30","S4","CO2",1127.81,13.33
"S4-CO2","30","S4-CO2-5-soil-30",383.13,30.63,"S4","south","CO2","S4CO27root30","S4","CO2",572.52,18.55
"S4-CO2","30","S4-CO2-5-soil-30",383.13,30.63,"S4","south","CO2","S4CO210root30","S4","CO2",390.83,14.43
"S4-CO2","30","S4-CO2-5-soil-30",383.13,30.63,"S4","south","CO2","S4CO24root30","S4","CO2",591.06,19.14
"S4-CO2","30","S4-CO2-5-soil-30",383.13,30.63,"S4","south","CO2","S4CO22root30","S4","CO2",1125.25,25.19
"S4-CO2","30","S4-CO2-5-soil-30",383.13,30.63,"S4","south","CO2","S4CO21root30","S4","CO2",379.93,14.67
"S4-CO2","30","S4-CO2-5-soil-30",383.13,30.63,"S4","south","CO2","S4CO23root30","S4","CO2",1044.42,35.55
"S4-CO2","30","S4-CO2-5-soil-30",383.13,30.63,"S4","south","CO2","S4CO28root30","S4","CO2",317.43,18.9
"S4-CO2","30","S4-CO2-8-soil-30",846.41,55.45,"S4","south","CO2","S4CO29root30","S4","CO2",498.04,24.35
"S4-CO2","30","S4-CO2-8-soil-30",846.41,55.45,"S4","south","CO2","S4CO26root30","S4","CO2",1127.81,13.33
"S4-CO2","30","S4-CO2-8-soil-30",846.41,55.45,"S4","south","CO2","S4CO27root30","S4","CO2",572.52,18.55
"S4-CO2","30","S4-CO2-8-soil-30",846.41,55.45,"S4","south","CO2","S4CO210root30","S4","CO2",390.83,14.43
"S4-CO2","30","S4-CO2-8-soil-30",846.41,55.45,"S4","south","CO2","S4CO24root30","S4","CO2",591.06,19.14
"S4-CO2","30","S4-CO2-8-soil-30",846.41,55.45,"S4","south","CO2","S4CO22root30","S4","CO2",1125.25,25.19
"S4-CO2","30","S4-CO2-8-soil-30",846.41,55.45,"S4","south","CO2","S4CO21root30","S4","CO2",379.93,14.67
"S4-CO2","30","S4-CO2-8-soil-30",846.41,55.45,"S4","south","CO2","S4CO23root30","S4","CO2",1044.42,35.55
"S4-CO2","30","S4-CO2-8-soil-30",846.41,55.45,"S4","south","CO2","S4CO28root30","S4","CO2",317.43,18.9
"S4-CO2","30","S4-CO2-1-soil-30",334.98,26.62,"S4","south","CO2","S4CO29root30","S4","CO2",498.04,24.35
"S4-CO2","30","S4-CO2-1-soil-30",334.98,26.62,"S4","south","CO2","S4CO26root30","S4","CO2",1127.81,13.33
"S4-CO2","30","S4-CO2-1-soil-30",334.98,26.62,"S4","south","CO2","S4CO27root30","S4","CO2",572.52,18.55
"S4-CO2","30","S4-CO2-1-soil-30",334.98,26.62,"S4","south","CO2","S4CO210root30","S4","CO2",390.83,14.43
"S4-CO2","30","S4-CO2-1-soil-30",334.98,26.62,"S4","south","CO2","S4CO24root30","S4","CO2",591.06,19.14
"S4-CO2","30","S4-CO2-1-soil-30",334.98,26.62,"S4","south","CO2","S4CO22root30","S4","CO2",1125.25,25.19
"S4-CO2","30","S4-CO2-1-soil-30",334.98,26.62,"S4","south","CO2","S4CO21root30","S4","CO2",379.93,14.67
"S4-CO2","30","S4-CO2-1-soil-30",334.98,26.62,"S4","south","CO2","S4CO23root30","S4","CO2",1044.42,35.55
"S4-CO2","30","S4-CO2-1-soil-30",334.98,26.62,"S4","south","CO2","S4CO28root30","S4","CO2",317.43,18.9
"S4-CO2","30","S4-CO2-6-soil-30",546.73,37.69,"S4","south","CO2","S4CO29root30","S4","CO2",498.04,24.35
"S4-CO2","30","S4-CO2-6-soil-30",546.73,37.69,"S4","south","CO2","S4CO26root30","S4","CO2",1127.81,13.33
"S4-CO2","30","S4-CO2-6-soil-30",546.73,37.69,"S4","south","CO2","S4CO27root30","S4","CO2",572.52,18.55
"S4-CO2","30","S4-CO2-6-soil-30",546.73,37.69,"S4","south","CO2","S4CO210root30","S4","CO2",390.83,14.43
"S4-CO2","30","S4-CO2-6-soil-30",546.73,37.69,"S4","south","CO2","S4CO24root30","S4","CO2",591.06,19.14
"S4-CO2","30","S4-CO2-6-soil-30",546.73,37.69,"S4","south","CO2","S4CO22root30","S4","CO2",1125.25,25.19
"S4-CO2","30","S4-CO2-6-soil-30",546.73,37.69,"S4","south","CO2","S4CO21root30","S4","CO2",379.93,14.67
"S4-CO2","30","S4-CO2-6-soil-30",546.73,37.69,"S4","south","CO2","S4CO23root30","S4","CO2",1044.42,35.55
"S4-CO2","30","S4-CO2-6-soil-30",546.73,37.69,"S4","south","CO2","S4CO28root30","S4","CO2",317.43,18.9
"S4-CO2","30","S4-CO2-2-soil-30",380.3,29.62,"S4","south","CO2","S4CO29root30","S4","CO2",498.04,24.35
"S4-CO2","30","S4-CO2-2-soil-30",380.3,29.62,"S4","south","CO2","S4CO26root30","S4","CO2",1127.81,13.33
"S4-CO2","30","S4-CO2-2-soil-30",380.3,29.62,"S4","south","CO2","S4CO27root30","S4","CO2",572.52,18.55
"S4-CO2","30","S4-CO2-2-soil-30",380.3,29.62,"S4","south","CO2","S4CO210root30","S4","CO2",390.83,14.43
"S4-CO2","30","S4-CO2-2-soil-30",380.3,29.62,"S4","south","CO2","S4CO24root30","S4","CO2",591.06,19.14
"S4-CO2","30","S4-CO2-2-soil-30",380.3,29.62,"S4","south","CO2","S4CO22root30","S4","CO2",1125.25,25.19
"S4-CO2","30","S4-CO2-2-soil-30",380.3,29.62,"S4","south","CO2","S4CO21root30","S4","CO2",379.93,14.67
"S4-CO2","30","S4-CO2-2-soil-30",380.3,29.62,"S4","south","CO2","S4CO23root30","S4","CO2",1044.42,35.55
"S4-CO2","30","S4-CO2-2-soil-30",380.3,29.62,"S4","south","CO2","S4CO28root30","S4","CO2",317.43,18.9
"S4-CO2","30","S4-CO2-7-soil-30",797.45,55.29,"S4","south","CO2","S4CO29root30","S4","CO2",498.04,24.35
"S4-CO2","30","S4-CO2-7-soil-30",797.45,55.29,"S4","south","CO2","S4CO26root30","S4","CO2",1127.81,13.33
"S4-CO2","30","S4-CO2-7-soil-30",797.45,55.29,"S4","south","CO2","S4CO27root30","S4","CO2",572.52,18.55
"S4-CO2","30","S4-CO2-7-soil-30",797.45,55.29,"S4","south","CO2","S4CO210root30","S4","CO2",390.83,14.43
"S4-CO2","30","S4-CO2-7-soil-30",797.45,55.29,"S4","south","CO2","S4CO24root30","S4","CO2",591.06,19.14
"S4-CO2","30","S4-CO2-7-soil-30",797.45,55.29,"S4","south","CO2","S4CO22root30","S4","CO2",1125.25,25.19
"S4-CO2","30","S4-CO2-7-soil-30",797.45,55.29,"S4","south","CO2","S4CO21root30","S4","CO2",379.93,14.67
"S4-CO2","30","S4-CO2-7-soil-30",797.45,55.29,"S4","south","CO2","S4CO23root30","S4","CO2",1044.42,35.55
"S4-CO2","30","S4-CO2-7-soil-30",797.45,55.29,"S4","south","CO2","S4CO28root30","S4","CO2",317.43,18.9
"S4-CO2","30","S4-CO2-3-soil-30",540.84,45.67,"S4","south","CO2","S4CO29root30","S4","CO2",498.04,24.35
"S4-CO2","30","S4-CO2-3-soil-30",540.84,45.67,"S4","south","CO2","S4CO26root30","S4","CO2",1127.81,13.33
"S4-CO2","30","S4-CO2-3-soil-30",540.84,45.67,"S4","south","CO2","S4CO27root30","S4","CO2",572.52,18.55
"S4-CO2","30","S4-CO2-3-soil-30",540.84,45.67,"S4","south","CO2","S4CO210root30","S4","CO2",390.83,14.43
"S4-CO2","30","S4-CO2-3-soil-30",540.84,45.67,"S4","south","CO2","S4CO24root30","S4","CO2",591.06,19.14
"S4-CO2","30","S4-CO2-3-soil-30",540.84,45.67,"S4","south","CO2","S4CO22root30","S4","CO2",1125.25,25.19
"S4-CO2","30","S4-CO2-3-soil-30",540.84,45.67,"S4","south","CO2","S4CO21root30","S4","CO2",379.93,14.67
"S4-CO2","30","S4-CO2-3-soil-30",540.84,45.67,"S4","south","CO2","S4CO23root30","S4","CO2",1044.42,35.55
"S4-CO2","30","S4-CO2-3-soil-30",540.84,45.67,"S4","south","CO2","S4CO28root30","S4","CO2",317.43,18.9
"S4-CO2","30","S4-CO2-9-soil-30",2026.88,141.45,"S4","south","CO2","S4CO29root30","S4","CO2",498.04,24.35
"S4-CO2","30","S4-CO2-9-soil-30",2026.88,141.45,"S4","south","CO2","S4CO26root30","S4","CO2",1127.81,13.33
"S4-CO2","30","S4-CO2-9-soil-30",2026.88,141.45,"S4","south","CO2","S4CO27root30","S4","CO2",572.52,18.55
"S4-CO2","30","S4-CO2-9-soil-30",2026.88,141.45,"S4","south","CO2","S4CO210root30","S4","CO2",390.83,14.43
"S4-CO2","30","S4-CO2-9-soil-30",2026.88,141.45,"S4","south","CO2","S4CO24root30","S4","CO2",591.06,19.14
"S4-CO2","30","S4-CO2-9-soil-30",2026.88,141.45,"S4","south","CO2","S4CO22root30","S4","CO2",1125.25,25.19
"S4-CO2","30","S4-CO2-9-soil-30",2026.88,141.45,"S4","south","CO2","S4CO21root30","S4","CO2",379.93,14.67
"S4-CO2","30","S4-CO2-9-soil-30",2026.88,141.45,"S4","south","CO2","S4CO23root30","S4","CO2",1044.42,35.55
"S4-CO2","30","S4-CO2-9-soil-30",2026.88,141.45,"S4","south","CO2","S4CO28root30","S4","CO2",317.43,18.9
"S4-CO2","30","S4-CO2-4-soil-30",600.1,42.04,"S4","south","CO2","S4CO29root30","S4","CO2",498.04,24.35
"S4-CO2","30","S4-CO2-4-soil-30",600.1,42.04,"S4","south","CO2","S4CO26root30","S4","CO2",1127.81,13.33
"S4-CO2","30","S4-CO2-4-soil-30",600.1,42.04,"S4","south","CO2","S4CO27root30","S4","CO2",572.52,18.55
"S4-CO2","30","S4-CO2-4-soil-30",600.1,42.04,"S4","south","CO2","S4CO210root30","S4","CO2",390.83,14.43
"S4-CO2","30","S4-CO2-4-soil-30",600.1,42.04,"S4","south","CO2","S4CO24root30","S4","CO2",591.06,19.14
"S4-CO2","30","S4-CO2-4-soil-30",600.1,42.04,"S4","south","CO2","S4CO22root30","S4","CO2",1125.25,25.19
"S4-CO2","30","S4-CO2-4-soil-30",600.1,42.04,"S4","south","CO2","S4CO21root30","S4","CO2",379.93,14.67
"S4-CO2","30","S4-CO2-4-soil-30",600.1,42.04,"S4","south","CO2","S4CO23root30","S4","CO2",1044.42,35.55
"S4-CO2","30","S4-CO2-4-soil-30",600.1,42.04,"S4","south","CO2","S4CO28root30","S4","CO2",317.43,18.9
"S4-CO2","60","S4-CO2-5-soil-60",261.06,17.31,"S4","south","CO2","S4CO210root60","S4","CO2",943.25,35.47
"S4-CO2","60","S4-CO2-5-soil-60",261.06,17.31,"S4","south","CO2","S4CO21root60","S4","CO2",667.12,12.17
"S4-CO2","60","S4-CO2-5-soil-60",261.06,17.31,"S4","south","CO2","S4CO24root60","S4","CO2",976.45,11.84
"S4-CO2","60","S4-CO2-5-soil-60",261.06,17.31,"S4","south","CO2","S4CO24root60d","S4","CO2",989.94,28.74
"S4-CO2","60","S4-CO2-5-soil-60",261.06,17.31,"S4","south","CO2","S4CO27root60","S4","CO2",1047.33,28
"S4-CO2","60","S4-CO2-2-soil-60",394.52,27.39,"S4","south","CO2","S4CO210root60","S4","CO2",943.25,35.47
"S4-CO2","60","S4-CO2-2-soil-60",394.52,27.39,"S4","south","CO2","S4CO21root60","S4","CO2",667.12,12.17
"S4-CO2","60","S4-CO2-2-soil-60",394.52,27.39,"S4","south","CO2","S4CO24root60","S4","CO2",976.45,11.84
"S4-CO2","60","S4-CO2-2-soil-60",394.52,27.39,"S4","south","CO2","S4CO24root60d","S4","CO2",989.94,28.74
"S4-CO2","60","S4-CO2-2-soil-60",394.52,27.39,"S4","south","CO2","S4CO27root60","S4","CO2",1047.33,28
"S4-CO2","60","S4-CO2-4-soil-60",263.76,16.91,"S4","south","CO2","S4CO210root60","S4","CO2",943.25,35.47
"S4-CO2","60","S4-CO2-4-soil-60",263.76,16.91,"S4","south","CO2","S4CO21root60","S4","CO2",667.12,12.17
"S4-CO2","60","S4-CO2-4-soil-60",263.76,16.91,"S4","south","CO2","S4CO24root60","S4","CO2",976.45,11.84
"S4-CO2","60","S4-CO2-4-soil-60",263.76,16.91,"S4","south","CO2","S4CO24root60d","S4","CO2",989.94,28.74
"S4-CO2","60","S4-CO2-4-soil-60",263.76,16.91,"S4","south","CO2","S4CO27root60","S4","CO2",1047.33,28
"S4-CO2","60","S4-CO2-3-soil-60",400.1,28.6,"S4","south","CO2","S4CO210root60","S4","CO2",943.25,35.47
"S4-CO2","60","S4-CO2-3-soil-60",400.1,28.6,"S4","south","CO2","S4CO21root60","S4","CO2",667.12,12.17
"S4-CO2","60","S4-CO2-3-soil-60",400.1,28.6,"S4","south","CO2","S4CO24root60","S4","CO2",976.45,11.84
"S4-CO2","60","S4-CO2-3-soil-60",400.1,28.6,"S4","south","CO2","S4CO24root60d","S4","CO2",989.94,28.74
"S4-CO2","60","S4-CO2-3-soil-60",400.1,28.6,"S4","south","CO2","S4CO27root60","S4","CO2",1047.33,28
"S4-CO2","60","S4-CO2-10-soil-60",1027.26,53.65,"S4","south","CO2","S4CO210root60","S4","CO2",943.25,35.47
"S4-CO2","60","S4-CO2-10-soil-60",1027.26,53.65,"S4","south","CO2","S4CO21root60","S4","CO2",667.12,12.17
"S4-CO2","60","S4-CO2-10-soil-60",1027.26,53.65,"S4","south","CO2","S4CO24root60","S4","CO2",976.45,11.84
"S4-CO2","60","S4-CO2-10-soil-60",1027.26,53.65,"S4","south","CO2","S4CO24root60d","S4","CO2",989.94,28.74
"S4-CO2","60","S4-CO2-10-soil-60",1027.26,53.65,"S4","south","CO2","S4CO27root60","S4","CO2",1047.33,28
"S4-CO2","60","S4-CO2-9-soil-60",222.22,16.29,"S4","south","CO2","S4CO210root60","S4","CO2",943.25,35.47
"S4-CO2","60","S4-CO2-9-soil-60",222.22,16.29,"S4","south","CO2","S4CO21root60","S4","CO2",667.12,12.17
"S4-CO2","60","S4-CO2-9-soil-60",222.22,16.29,"S4","south","CO2","S4CO24root60","S4","CO2",976.45,11.84
"S4-CO2","60","S4-CO2-9-soil-60",222.22,16.29,"S4","south","CO2","S4CO24root60d","S4","CO2",989.94,28.74
"S4-CO2","60","S4-CO2-9-soil-60",222.22,16.29,"S4","south","CO2","S4CO27root60","S4","CO2",1047.33,28
"S4-CO2","60","S4-CO2-8-soil-60",543.92,33.46,"S4","south","CO2","S4CO210root60","S4","CO2",943.25,35.47
"S4-CO2","60","S4-CO2-8-soil-60",543.92,33.46,"S4","south","CO2","S4CO21root60","S4","CO2",667.12,12.17
"S4-CO2","60","S4-CO2-8-soil-60",543.92,33.46,"S4","south","CO2","S4CO24root60","S4","CO2",976.45,11.84
"S4-CO2","60","S4-CO2-8-soil-60",543.92,33.46,"S4","south","CO2","S4CO24root60d","S4","CO2",989.94,28.74
"S4-CO2","60","S4-CO2-8-soil-60",543.92,33.46,"S4","south","CO2","S4CO27root60","S4","CO2",1047.33,28
"S4-CO2","60","S4-CO2-7-soil-60",306.2,18.59,"S4","south","CO2","S4CO210root60","S4","CO2",943.25,35.47
"S4-CO2","60","S4-CO2-7-soil-60",306.2,18.59,"S4","south","CO2","S4CO21root60","S4","CO2",667.12,12.17
"S4-CO2","60","S4-CO2-7-soil-60",306.2,18.59,"S4","south","CO2","S4CO24root60","S4","CO2",976.45,11.84
"S4-CO2","60","S4-CO2-7-soil-60",306.2,18.59,"S4","south","CO2","S4CO24root60d","S4","CO2",989.94,28.74
"S4-CO2","60","S4-CO2-7-soil-60",306.2,18.59,"S4","south","CO2","S4CO27root60","S4","CO2",1047.33,28
"S4-CO2","60","S4-CO2-6-soil-60",323.05,21.41,"S4","south","CO2","S4CO210root60","S4","CO2",943.25,35.47
"S4-CO2","60","S4-CO2-6-soil-60",323.05,21.41,"S4","south","CO2","S4CO21root60","S4","CO2",667.12,12.17
"S4-CO2","60","S4-CO2-6-soil-60",323.05,21.41,"S4","south","CO2","S4CO24root60","S4","CO2",976.45,11.84
"S4-CO2","60","S4-CO2-6-soil-60",323.05,21.41,"S4","south","CO2","S4CO24root60d","S4","CO2",989.94,28.74
"S4-CO2","60","S4-CO2-6-soil-60",323.05,21.41,"S4","south","CO2","S4CO27root60","S4","CO2",1047.33,28
"S4-CO2","litter",NA,NA,NA,NA,NA,NA,"S4CO210litter","S4","CO2",1735.54,56.88
"S4-CO2","litter",NA,NA,NA,NA,NA,NA,"S4CO21litter","S4","CO2",2198.46,66.03
"S4-CO2","litter",NA,NA,NA,NA,NA,NA,"S4CO22litter","S4","CO2",1380.17,35.26
"S4-CO2","litter",NA,NA,NA,NA,NA,NA,"S4CO23litter","S4","CO2",1831.97,61.78
"S4-CO2","litter",NA,NA,NA,NA,NA,NA,"S4CO24litter","S4","CO2",1665.63,58.99
"S4-CO2","litter",NA,NA,NA,NA,NA,NA,"S4CO25litter","S4","CO2",1393.64,54.25
"S4-CO2","litter",NA,NA,NA,NA,NA,NA,"S4CO27litter","S4","CO2",1461.93,58.78
"S4-CO2","litter",NA,NA,NA,NA,NA,NA,"S4CO28litter","S4","CO2",2038.48,61.13
"S4-CON","15","S4-CON-2-soil-15",1292.33,85.53,"S4","south","CON","S4CON2root15","S4","CON",701.3,36.73
"S4-CON","15","S4-CON-2-soil-15",1292.33,85.53,"S4","south","CON","S4CON5root15","S4","CON",1034.12,32.64
"S4-CON","15","S4-CON-2-soil-15",1292.33,85.53,"S4","south","CON","S4CON7root15","S4","CON",847.9,29.2
"S4-CON","15","S4-CON-2-soil-15",1292.33,85.53,"S4","south","CON","S4CON7root15d","S4","CON",1153.03,33.88
"S4-CON","15","S4-CON-2-soil-15",1292.33,85.53,"S4","south","CON","S4CON4root15","S4","CON",872.58,43.94
"S4-CON","15","S4-CON-2-soil-15",1292.33,85.53,"S4","south","CON","S4CON8root15","S4","CON",1033.69,36.08
"S4-CON","15","S4-CON-2-soil-15",1292.33,85.53,"S4","south","CON","S4CON3root15","S4","CON",911.12,44.45
"S4-CON","15","S4-CON-2-soil-15",1292.33,85.53,"S4","south","CON","S4CON10root15","S4","CON",940.96,41.99
"S4-CON","15","S4-CON-2-soil-15",1292.33,85.53,"S4","south","CON","S4CON1root15","S4","CON",834.4,24.32
"S4-CON","15","S4-CON-1-soil-15",1233.84,83.67,"S4","south","CON","S4CON2root15","S4","CON",701.3,36.73
"S4-CON","15","S4-CON-1-soil-15",1233.84,83.67,"S4","south","CON","S4CON5root15","S4","CON",1034.12,32.64
"S4-CON","15","S4-CON-1-soil-15",1233.84,83.67,"S4","south","CON","S4CON7root15","S4","CON",847.9,29.2
"S4-CON","15","S4-CON-1-soil-15",1233.84,83.67,"S4","south","CON","S4CON7root15d","S4","CON",1153.03,33.88
"S4-CON","15","S4-CON-1-soil-15",1233.84,83.67,"S4","south","CON","S4CON4root15","S4","CON",872.58,43.94
"S4-CON","15","S4-CON-1-soil-15",1233.84,83.67,"S4","south","CON","S4CON8root15","S4","CON",1033.69,36.08
"S4-CON","15","S4-CON-1-soil-15",1233.84,83.67,"S4","south","CON","S4CON3root15","S4","CON",911.12,44.45
"S4-CON","15","S4-CON-1-soil-15",1233.84,83.67,"S4","south","CON","S4CON10root15","S4","CON",940.96,41.99
"S4-CON","15","S4-CON-1-soil-15",1233.84,83.67,"S4","south","CON","S4CON1root15","S4","CON",834.4,24.32
"S4-CON","15","S4-CON-3-soil-15",1260.42,82.86,"S4","south","CON","S4CON2root15","S4","CON",701.3,36.73
